resource_id,title,fields,granularity,months,years,start_year,end_year,year_span,duration_type,region,category
14cc3033-3596-4a65-8f5f-bae5115a2428,Station-wise Dust Storm Events Observed as Reported by India Meteorological Department (IMD) from 2020 to 2022,"['document_id', '_sl__no_', 'station_name', '_2020', '_2021', '_2022', 'resource_uuid']",,,"[2020, 2022]",2020,2022,3,duration_range,station-wise,dust_storm
29734c42-3123-47df-a472-cfed98b1f34d,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during January 2023,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['january'],[2023],2023,2023,1,specific_month,sub-basin,rainfall
84f7de24-d561-431f-ab5c-8457aadcf0b5,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during January 2023,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['january'],[2023],2023,2023,1,specific_month,,rainfall
cfe63985-aa0c-4f67-9db2-8ce9286a136b,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during February 2023,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['february'],[2023],2023,2023,1,specific_month,,rainfall
b7908c59-289a-4f25-8174-a7ddbc685050,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during March 2023,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['march'],[2023],2023,2023,1,specific_month,,rainfall
36237b2f-c31a-4e47-bcc6-06f0fa5f2102,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during February 2023,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['february'],[2023],2023,2023,1,specific_month,sub-basin,rainfall
b1c49d56-ca9d-4716-a1f8-031153056af1,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during March 2023,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['march'],[2023],2023,2023,1,specific_month,sub-basin,rainfall
061022b5-bc6b-4c30-b487-d74824d128b8,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during April 2023,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['april'],[2023],2023,2023,1,specific_month,,rainfall
27273608-056f-4675-be88-d60aaa76b62a,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during April 2023,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['april'],[2023],2023,2023,1,specific_month,sub-basin,rainfall
64510638-a1f1-49fd-90dd-09c53af29041,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during May 2023,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['may'],[2023],2023,2023,1,specific_month,,rainfall
b2a298d4-81df-46d3-9f24-94faf4fd5325,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during May 2023,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['may'],[2023],2023,2023,1,specific_month,sub-basin,rainfall
ae257784-cae0-4ee2-8953-ec79c5a19dbe,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during June 2023,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['june'],[2023],2023,2023,1,specific_month,,rainfall
dcbdf556-f5b2-4862-9678-e057c286dae1,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during June 2023,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['june'],[2023],2023,2023,1,specific_month,sub-basin,rainfall
6c80df63-3bcb-4219-9f46-4340f2eb9c16,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 2023,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['july'],[2023],2023,2023,1,specific_month,,rainfall
2f515f5c-d149-4e64-a70a-630bc4d914c7,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 2023,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['july'],[2023],2023,2023,1,specific_month,sub-basin,rainfall
5e5b310c-071b-47df-aa08-4a7682f8c9b2,"Month-wise Details of the Cyclonic Storms and Severe Cyclonic Storms in Bay of Bengal, Arabian Sea and the Land as per India Meteorological Department (IMD) from 2017 to 2021","['document_id', '_year', 'jan', 'feb', 'mar', 'apr', 'may', 'jun', 'jul', 'aug', 'sep', 'oct', 'nov', 'dec', 'annual', 'resource_uuid']",monthly,,"[2017, 2021]",2017,2021,5,duration_range,,cyclone_storm
889821b8-2a36-4d38-a147-1579589ae1a6,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during January 1904,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['january'],[1904],1904,1904,1,specific_month,sub-basin,rainfall
febb9f87-8104-49d4-8aed-728590829942,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during April 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['april'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
64ecbe30-7ef4-4318-88a4-86007dee8726,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during November 1959,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['november'],[1959],1959,1959,1,specific_month,,rainfall
524fe9e6-31c5-4d41-a9a2-07c85d37be42,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during February 1959,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['february'],[1959],1959,1959,1,specific_month,,rainfall
35f0c464-620a-46a1-8763-0f70f3c416bb,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during October 1960,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['october'],[1960],1960,1960,1,specific_month,sub-basin,rainfall
e5c8ede9-3bda-4626-ac6d-c8456a3e29df,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during January 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['january'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
d6229368-9ff1-4108-94af-869874497d59,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during June 1960,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['june'],[1960],1960,1960,1,specific_month,sub-basin,rainfall
b9df9af1-b3f1-4cbc-aca1-099b93aec549,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during June 1960,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['june'],[1960],1960,1960,1,specific_month,,rainfall
8c4ed50b-ca14-48c1-9773-49c62684a2e8,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during March 1960,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['march'],[1960],1960,1960,1,specific_month,,rainfall
8455e18e-5e57-472c-8c89-36a57314eaf0,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during May 1960,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['may'],[1960],1960,1960,1,specific_month,sub-basin,rainfall
05eedea4-9bf4-45bd-b843-c9914772d336,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during January 1960,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['january'],[1960],1960,1960,1,specific_month,,rainfall
66913ec8-af50-4dc1-8a99-36d167d4c728,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during October 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['october'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
018c4916-a9e2-4744-98ee-29a8c20cca8a,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during September 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['september'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
8009ba00-8f64-4535-9437-f3e4f0a9e89a,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during August 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['august'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
6f1775c4-a83f-40f4-a424-5870eaf7cfb3,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during August 1959,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['august'],[1959],1959,1959,1,specific_month,,rainfall
0ecaa14d-c50f-4408-b87c-e950c834e3ea,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during March 1959,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['march'],[1959],1959,1959,1,specific_month,,rainfall
a8442f49-f730-40b7-a1dc-04d625d8fc9e,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 1960,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['july'],[1960],1960,1960,1,specific_month,sub-basin,rainfall
21a0eec7-34b9-44bb-9ef3-3a97535ffcce,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during January 1960,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['january'],[1960],1960,1960,1,specific_month,sub-basin,rainfall
f0fa6e9d-19b9-4fc2-9094-ecf0c1eb4991,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during December 1959,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['december'],[1959],1959,1959,1,specific_month,,rainfall
deab81d5-a64e-41bb-b427-59ccf5f0af2e,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during June 1959,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['june'],[1959],1959,1959,1,specific_month,,rainfall
904938c3-6159-41d2-8efe-2e6f7423697a,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during September 1960,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['september'],[1960],1960,1960,1,specific_month,sub-basin,rainfall
6d9c165c-00c5-4700-9857-ebcefcb9e390,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during August 1960,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['august'],[1960],1960,1960,1,specific_month,sub-basin,rainfall
92cfad08-1704-4edf-ab6d-ea47c40126d2,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during August 1960,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['august'],[1960],1960,1960,1,specific_month,,rainfall
bba9d0ab-e4cf-41fa-9f51-e70d5fb80223,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during April 1960,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['april'],[1960],1960,1960,1,specific_month,sub-basin,rainfall
8452b8c3-e49a-47e3-aec1-acbff992d935,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during February 1960,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['february'],[1960],1960,1960,1,specific_month,sub-basin,rainfall
841d824e-b94e-4990-b7aa-b8ec41b691b4,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during March 1960,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['march'],[1960],1960,1960,1,specific_month,sub-basin,rainfall
47e9835d-ceee-49e3-823d-03707340268a,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during October 1959,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['october'],[1959],1959,1959,1,specific_month,,rainfall
707c1b40-0e20-45fa-802f-cb3e0906514a,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during October 1960,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['october'],[1960],1960,1960,1,specific_month,,rainfall
a6e05760-5583-4cdf-8b48-e0e8774584c9,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during May 1960,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['may'],[1960],1960,1960,1,specific_month,,rainfall
cb647fbf-86c8-4b03-83ca-1879833a9bc3,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during April 1960,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['april'],[1960],1960,1960,1,specific_month,,rainfall
f7013b79-eaa4-4f6c-8fc2-13eae975afce,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during February 1960,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['february'],[1960],1960,1960,1,specific_month,,rainfall
95a509e9-d583-48bc-9466-9afd1b907f5c,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during November 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['november'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
44660bfe-badc-4267-8345-f67d8d31b56b,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during September 1959,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['september'],[1959],1959,1959,1,specific_month,,rainfall
007b0216-78df-4fe8-a61b-164cf7c3ca78,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during May 1959,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['may'],[1959],1959,1959,1,specific_month,,rainfall
c54570fe-cf71-40f3-a5b4-85fd8d9240d2,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during May 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['may'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
c839e298-ef43-4c53-b88f-bbfaaf4ea612,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during March 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['march'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
bcb850f9-a035-41f1-9c19-b9deb3f34f6d,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 1960,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['july'],[1960],1960,1960,1,specific_month,,rainfall
11c25812-757f-4fc0-ba4e-d96b7b07e3e9,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during June 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['june'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
9d98f20f-5142-4cdd-84fa-6c7f744397cb,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during February 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['february'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
271d81ac-756e-436c-a879-b26c9e71fd61,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during April 1959,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['april'],[1959],1959,1959,1,specific_month,,rainfall
72862aa0-626a-4608-b7b2-fa336d9fd666,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during September 1960,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['september'],[1960],1960,1960,1,specific_month,,rainfall
18d683be-04ce-45a0-99e4-a7180e674246,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during December 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['december'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
4d2ef64e-5fd4-41d1-b1c5-087aa43e7438,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 1959,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['july'],[1959],1959,1959,1,specific_month,,rainfall
27e975f4-25ec-466f-8064-339c3cb9b535,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 1959,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['july'],[1959],1959,1959,1,specific_month,sub-basin,rainfall
360d6dd5-1e00-4d3c-a91f-30cbd58fb27a,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during April 1901,"['document_id', '_state_', 'district', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['april'],[1901],1901,1901,1,specific_month,,rainfall
6f0fabb0-b179-4dbd-aac1-dc29a53684dc,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 1901,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['july'],[1901],1901,1901,1,specific_month,sub-basin,rainfall
d7258141-f08a-477a-8585-4175c42fcd09,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during February 1901,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['february'],[1901],1901,1901,1,specific_month,sub-basin,rainfall
dddb9c78-2448-42db-bc4a-8da55fbd892b,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during May 1901,"['document_id', '_state_', 'district', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['may'],[1901],1901,1901,1,specific_month,,rainfall
12e8e10b-53b3-4dbe-bdf9-178ca4c34fce,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during October 1901,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['october'],[1901],1901,1901,1,specific_month,,rainfall
39ee8f41-cc9b-4e66-80b2-ef737ee0b8f0,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during June 1901,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['june'],[1901],1901,1901,1,specific_month,sub-basin,rainfall
c01f4527-1590-4480-813d-d4d7d6c0f045,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during November 1901,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['november'],[1901],1901,1901,1,specific_month,sub-basin,rainfall
41c1124d-82b3-46bd-94ac-14aad9fc90b2,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during June 1901,"['document_id', '_state_', 'district', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['june'],[1901],1901,1901,1,specific_month,,rainfall
9583cfa3-e36b-4ec7-b7ba-660d0a69b8c9,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during December 1901,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['december'],[1901],1901,1901,1,specific_month,sub-basin,rainfall
44296730-c8c6-4b24-9b3e-819039915d41,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during September 1901,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['september'],[1901],1901,1901,1,specific_month,sub-basin,rainfall
f2569e38-b8c3-4520-87a8-8ce73e2e7df5,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during May 1901,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['may'],[1901],1901,1901,1,specific_month,sub-basin,rainfall
f19d0010-5bc1-4cf6-824f-b0609882341e,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during March 1901,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['march'],[1901],1901,1901,1,specific_month,sub-basin,rainfall
0176ce18-f34d-4260-adb5-8f74987db74c,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during April 1901,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['april'],[1901],1901,1901,1,specific_month,sub-basin,rainfall
1ccf9ee0-634b-462f-8a9b-a8cbef803f84,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during December 1901,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['december'],[1901],1901,1901,1,specific_month,,rainfall
b40afb86-6ad1-4846-b6bd-b1cb9e5717bd,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during October 1901,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['october'],[1901],1901,1901,1,specific_month,sub-basin,rainfall
52c0b4a9-79d8-42cc-ab03-1a8689f4e3b6,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during November 1901,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['november'],[1901],1901,1901,1,specific_month,,rainfall
7ee76847-2932-48bd-a9cd-30f05a66174b,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during September 1901,"['document_id', '_state_', 'district', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['september'],[1901],1901,1901,1,specific_month,,rainfall
9655cb5d-b3cc-4179-92fb-a5332279f206,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during August 1901,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['august'],[1901],1901,1901,1,specific_month,sub-basin,rainfall
a6d61f44-40ec-43f5-96f2-94f20f1b5e26,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 1901,"['document_id', '_state_', 'district', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['july'],[1901],1901,1901,1,specific_month,,rainfall
b491408b-c9ba-488a-915a-858c1550c8de,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during August 1901,"['document_id', '_state_', 'district', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['august'],[1901],1901,1901,1,specific_month,,rainfall
6890d230-12ce-4fdf-924a-a84652ad3dee,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during March 1901,"['document_id', '_state_', 'district', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['march'],[1901],1901,1901,1,specific_month,,rainfall
1f477acc-5a3c-4e5b-b84b-f09a6b2b7755,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during February 1901,"['document_id', '_state_', 'district', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['february'],[1901],1901,1901,1,specific_month,,rainfall
30427b31-475d-482a-b5c2-84cd9c148f4f,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during February 1905,"['document_id', '_state_', 'district', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['february'],[1905],1905,1905,1,specific_month,,rainfall
d31038c2-fa0c-4e99-89f3-55c1bd32890c,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during January 1905,"['document_id', '_state_', 'district', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['january'],[1905],1905,1905,1,specific_month,,rainfall
01ded30c-f7c1-4453-8969-3524a9410f47,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during December 1904,"['document_id', '_state_', 'district', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['december'],[1904],1904,1904,1,specific_month,,rainfall
10b96046-2c12-4304-be11-7c06e096752e,Daily Sub-basin-wise Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during October 1904,"['document_id', '_basin_', 'subbasin', 'date', 'year', 'month', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['october'],[1904],1904,1904,1,specific_month,sub-basin,rainfall
3034c16e-eb7b-43c3-8142-45c37f7daef1,Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during September 1904,"['document_id', '_state_', 'district', 'date', 'year', 'month_', 'avg_rainfall', 'agency_name', 'resource_uuid']",daily,['september'],[1904],1904,1904,1,specific_month,,rainfall
